Changing_Point,Changing_Rate,Burst_Duration(in time),Processivity
82.56698647686832,-0.024354581757157757,0.20850249110320362,-0.00507799096614403
82.77548896797153,-0.024277746772763033,0.20850249110320362,-0.005061970680493855
82.98399145907473,-0.02424911983050595,0.31275373665479833,-0.007584002837580706
83.29674519572953,-0.024330392330170748,0.41700498220640725,-0.01014589482071776
83.71375017793594,-0.02450406894602311,0.2085024911031752,-0.005109159417409775
83.92225266903911,-0.02468149156297517,0.2085024911031894,-0.005146152475022675
84.1307551601423,-0.02484345143493438,0.1042512455515947,-0.002589960755892462
84.2350064056939,-0.024966834234501176,0.10425124555160892,-0.002602823566427298
84.3392576512455,-0.025101774197771893,0.1042512455515947,-0.002616891225672602
84.4435088967971,-0.025248271324733673,0.10425124555160892,-0.0026321637336284565
84.54776014234871,-0.025406325615403447,0.1042512455515805,-0.0026486410902948343
84.65201138790029,-0.02585924716054362,0.41700498220640725,-0.010783434902053579
85.0690163701067,-0.02672260759714918,0.41700498220639304,-0.011143460505557617
85.48602135231309,-0.027348886597760896,0.1042512455515947,-0.002851155492265889
85.59027259786468,-0.02762251252539645,0.10425124555160892,-0.0028796813360374984
85.69452384341629,-0.027907695616737182,0.1042512455515947,-0.002909412028519631
85.79877508896789,-0.028204435871818916,0.1042512455515947,-0.0029403475697172
85.90302633451948,-0.023318622055620894,0.10425124555160892,-0.0024309953938456974
86.00727758007109,-0.02547251018672686,0.1042512455515947,-0.0026555409142919595
86.11152882562268,-0.03231758115826763,0.5212562277579877,-0.016845740444821206
86.63278505338067,-0.038267394697886196,0.9382612099644092,-0.03590481205142432
87.57104626334508,-0.035400112026183435,0.5212562277579877,-0.018452528856978553
88.09230249110307,-0.02713290648968436,0.2085024911031894,-0.005657278593969084
88.30080498220626,-0.027959514264544325,0.521256227758002,-0.014574070935482422
88.82206120996426,-0.023268562604521315,0.20850249110320362,-0.004851553267433542
89.03056370106746,-0.018251695050800147,0.1042512455515805,-0.0019027619424735326
89.13481494661904,-0.017390945306687704,0.10425124555160892,-0.0018130277095421005
89.23906619217065,-0.015975982624307026,0.1042512455515947,-0.0016655160874946423
89.34331743772225,-0.013670246625123682,0.10425124555160892,-0.001425140237666822
89.44756868327386,-0.011936107890459792,0.1042512455515947,-0.001244354114618651
89.55181992882545,-0.016746453241387297,0.8340099644127861,-0.013966708871889805
90.38582989323824,-0.009177375879455444,0.938261209964395,-0.008610775796955919
91.32409110320263,-0.004233649522603487,0.1042512455515947,-0.00044136323596032784
91.42834234875423,-0.002019017363952734,0.10425124555160892,-0.0002104850749823986
91.53259359430584,-0.00010422754463466696,0.1042512455515947,-1.0865851348948463e-05
91.63684483985743,0.0015402776184549908,0.2085024911031894,0.0003211517204383535
91.84534733096062,0.002911560279361373,0.10425124555160892,0.00030353378562201355
91.94959857651223,0.0005045729011120709,0.41700498220639304,0.00021040941365006727
92.36660355871862,0.0003663631432767257,0.20850249110320362,7.638762802159721e-05
92.57510604982183,0.006244240981092126,0.41700498220639304,0.0026038795992127522
92.99211103202822,0.011035084489189108,0.3127537366547841,0.0034512639082951435
93.304864768683,0.010306815931901143,0.8340099644128003,0.008595987188574156
94.1388747330958,0.019506406870324365,0.521256227758002,0.010167836062338051
94.6601309608538,0.014438471359766818,1.4595174377223827,0.021073200723634875
96.11964839857619,-0.00200770347428151,1.1467637010675986,-0.0023023614668133408
97.26641209964379,-0.00020026256309859527,0.1042512455515805,-2.087762164038054e-05
97.37066334519537,0.002693874556859009,0.31275373665481254,0.0008425193337369824
97.68341708185018,-0.002889789825688668,0.41700498220639304,-0.0012050567548415186
98.10042206405657,-0.005130639052014972,0.1042512455515947,-0.000534875511648214
98.20467330960817,-0.0072156939369706335,8.652853380782716,-0.06243634167720969
106.85752669039088,-0.0011077913899766032,0.20850249110320362,-0.0002309772644328023
107.06602918149409,-0.005087592241471772,0.20850249110320362,-0.001060775656064196
107.27453167259729,-0.00824513966798057,0.20850249110320362,-0.0017191321602677903
107.4830341637005,-0.008384491277516098,0.4170049822063788,-0.003496374635990139
107.90003914590687,-0.006712262201249601,0.5212562277579877,-0.0034988084747458945
108.42129537366486,-0.007807778927545911,0.1042512455515947,-0.0008139706781881556
108.52554661921646,-0.00541198359748033,1.2510149466191933,-0.006770472371305805
109.77656156583565,-0.004342530976431397,0.8340099644128003,-0.003621714105115033
110.61057153024845,-0.005776599060948136,0.20850249110320362,-0.001204435294312113
110.81907402135165,-0.00653123796509254,0.2085024911031894,-0.0013617793857095203
111.02757651245484,-0.008342201890599891,0.6255074733102788,-0.005218109626433369
111.65308398576512,-0.011692188625064201,0.6255074733096109,-0.007313551364323281
