segment_start_time,segment_end_time,segment_start_position,segment_end_position,segment_rate,diff_segment_position
82.25423274021352,89.86457366548025,0.3192160177973178,0.06517938675126933,-0.03338045345677402,-0.0009317140595057616
89.96882491103185,91.01133736654783,0.06424767269176357,0.0749502035387386,0.01026609398319163,0.0027591100445425454
91.11558861209944,91.42834234875423,0.07770931358328115,0.07817076493214126,0.0014754463169514632,-0.0026955775201398247
91.53259359430584,93.20061352313141,0.07547518741200143,0.03607857268340009,-0.023618791387186786,0.011809706112452467
93.304864768683,95.7026434163698,0.04788827879585256,0.11637253550367843,0.028561542481786075,0.0010685353006354426
95.80689466192139,97.26641209964379,0.11744107080431387,0.10463676084241769,-0.008772974978550131,0.0051197842939791904
97.37066334519537,98.10042206405657,0.10975654513639688,0.09180922444269957,-0.024593499508583125,-0.0059915178384080114
98.20467330960817,100.49820071174334,0.08581770660429155,0.12635273885140696,0.01767366381120154,0.0003009585877005172
100.60245195729495,103.83424056939452,0.12665369743910748,0.0002469412440637697,-0.039113559507508056,0.012713665527308127
103.93849181494612,104.7725017793589,0.012960606771371896,0.01942387572636539,0.007749630377071317,0.004620905710054135
104.87675302491051,109.56805907473246,0.024044781436419527,0.024103183237902392,1.2448942972945105e-05,-0.003363907135053079
109.67231032028405,110.81907402135165,0.020739276102849313,0.014016203593142151,-0.005862648515512138,0.004830213439220632
110.92332526690325,112.07008896797153,0.018846417032362783,-0.002144445774770798,-0.018304436029479572,-0.0005655503037900189
112.17434021352312,112.59134519572949,-0.002709996078560817,0.02354385676688553,0.06295812751813602,
